No.,Time,Source,Destination,Protocol,Length,Info,
4381,48.308071,192.168.159.152,192.168.159.150,TCP,60,"45159  >  55180 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4382,48.309742,192.168.159.150,192.168.159.152,TCP,102,"6482  >  63210 [RST, ACK, CWR, Reserved] Seq=1 Ack=1 Win=44780 Len=48",yes
4383,48.311566,192.168.159.150,192.168.159.152,TCP,102,"25507  >  2260 [FIN, ACK, URG, ECE, CWR, AE] Seq=1 Ack=1 Win=1100 Urg=29337 Len=48",yes
4384,48.311747,192.168.159.152,192.168.159.150,TCP,60,2260  >  25507 [RST] Seq=1 Win=0 Len=0,yes
4385,48.313509,192.168.159.150,192.168.159.152,TCP,102,"51960  >  12010 [FIN, RST, ACK, ECE, AE, Reserved] Seq=1 Ack=1 Win=37136 Len=48",yes
4386,48.3154,192.168.159.150,192.168.159.152,TCP,102,"48847  >  44497 [FIN, SYN, ACK, URG, ECE, CWR, AE] Seq=0 Ack=1 Win=46252 Urg=62570 Len=48",yes
4387,48.315579,192.168.159.152,192.168.159.150,TCP,60,44497  >  48847 [RST] Seq=1 Win=0 Len=0,yes
4388,48.31689,192.168.159.150,192.168.159.152,TCP,102,"60110  >  36276 [SYN, PSH, URG, Reserved] Seq=0 Win=35398 Urg=51675 Len=48",yes
4389,48.317085,192.168.159.152,192.168.159.150,TCP,60,"36276  >  60110 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4390,48.318985,192.168.159.150,192.168.159.152,TCP,102,"2397  >  46775 [FIN, RST, PSH, ACK, ECE, AE, Reserved] Seq=1 Ack=1 Win=45312 Len=48",yes
4391,48.32035,192.168.159.150,192.168.159.152,TCP,102,"21115  >  14329 [RST, ACK, AE, Reserved] Seq=1 Ack=1 Win=13769 Len=48",yes
4392,48.321535,192.168.159.150,192.168.159.152,TCP,102,"60394  >  56727 [FIN, SYN, URG, ECE, AE, Reserved] Seq=0 Win=25192 Urg=23607 Len=48",yes
4393,48.321638,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 56727  >  60394 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4394,48.322809,192.168.159.150,192.168.159.152,TCP,102,"27806  >  52748 [RST, PSH, ECE, CWR, AE, Reserved] Seq=1 Win=52456 Len=48",yes
4395,48.324145,192.168.159.150,192.168.159.152,TCP,102,"12660  >  24230 [FIN, PSH, URG, ECE, AE, Reserved] Seq=1 Win=49256 Urg=39825 Len=48",yes
4396,48.324374,192.168.159.152,192.168.159.150,TCP,60,"24230  >  12660 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4397,48.326282,192.168.159.150,192.168.159.152,TCP,102,"61769  >  25281 [SYN, RST, PSH, ACK, URG] Seq=0 Ack=1 Win=10079 Urg=45815 Len=48",yes
4398,48.327814,192.168.159.150,192.168.159.152,TCP,102,"17208  >  32362 [FIN, PSH, ACK, ECE, AE, Reserved] Seq=1 Ack=1 Win=5864 Len=48",yes
4399,48.327935,192.168.159.152,192.168.159.150,TCP,60,32362  >  17208 [RST] Seq=1 Win=0 Len=0,yes
4400,48.329248,192.168.159.150,192.168.159.152,TCP,102,"31982  >  25587 [FIN, SYN, ACK, ECE, Reserved] Seq=0 Ack=1 Win=1623 Len=48",yes
4401,48.329256,192.168.159.152,192.168.159.150,TCP,60,25587  >  31982 [RST] Seq=1 Win=0 Len=0,yes
4402,48.330727,192.168.159.150,192.168.159.152,TCP,102,"37695  >  64458 [SYN, ACK, ECE, CWR, Reserved] Seq=0 Ack=1 Win=31842 Len=48",yes
4403,48.330899,192.168.159.152,192.168.159.150,TCP,60,64458  >  37695 [RST] Seq=1 Win=0 Len=0,yes
4404,48.332529,192.168.159.150,192.168.159.152,TCP,102,"35019  >  45520 [RST, PSH, ACK, ECE, CWR, Reserved] Seq=1 Ack=1 Win=23314 Len=48",yes
4405,48.333973,192.168.159.150,192.168.159.152,TCP,102,"43166  >  27505 [PSH, ACK, CWR, Reserved] Seq=1 Ack=1 Win=42971 Len=48",yes
4406,48.334045,192.168.159.152,192.168.159.150,TCP,60,27505  >  43166 [RST] Seq=1 Win=0 Len=0,yes
4407,48.335343,192.168.159.150,192.168.159.152,TCP,102,"8471  >  34507 [SYN, PSH, URG, ECE, CWR, Reserved] Seq=0 Win=35651 Urg=48867 Len=48",yes
4408,48.335475,192.168.159.152,192.168.159.150,TCP,60,"34507  >  8471 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4409,48.336829,192.168.159.150,192.168.159.152,TCP,102,"61022  >  24004 [FIN, SYN, ACK, ECE, Reserved] Seq=0 Ack=1 Win=64716 Len=48",yes
4410,48.336932,192.168.159.152,192.168.159.150,TCP,60,24004  >  61022 [RST] Seq=1 Win=0 Len=0,yes
4411,48.338189,192.168.159.150,192.168.159.152,TCP,102,"3281  >  60449 [FIN, SYN, PSH, ACK, URG, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=62312 Urg=62676 Len=48",yes
4412,48.338253,192.168.159.152,192.168.159.150,TCP,60,60449  >  3281 [RST] Seq=1 Win=0 Len=0,yes
4413,48.339631,192.168.159.150,192.168.159.152,TCP,102,"3117  >  37750 [FIN, SYN, RST, ACK, URG, ECE, Reserved] Seq=0 Ack=1 Win=35371 Urg=45629 Len=48",yes
4414,48.341255,192.168.159.150,192.168.159.152,TCP,102,"26158  >  62857 [SYN, RST, AE, Reserved] Seq=0 Win=7538 Len=48",yes
4415,48.343124,192.168.159.150,192.168.159.152,TCP,102,"56252  >  9878 [FIN, RST, PSH, ACK, CWR, AE, Reserved] Seq=1 Ack=1 Win=9254 Len=48",yes
4416,48.344614,192.168.159.150,192.168.159.152,TCP,102,"8744  >  39282 [FIN, RST, ACK, URG, ECE, CWR, AE, Reserved] Seq=1 Ack=1 Win=50566 Urg=31752 Len=48",yes
4417,48.346423,192.168.159.150,192.168.159.152,TCP,102,"17004  >  47793 [FIN, SYN, PSH, ECE, CWR, AE] Seq=0 Win=19917 Len=48",yes
4418,48.346571,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 47793  >  17004 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4419,48.34779,192.168.159.150,192.168.159.152,TCP,102,"12812  >  58132 [SYN, ACK, ECE, Reserved] Seq=0 Ack=1 Win=44080 Len=48",yes
4420,48.347879,192.168.159.152,192.168.159.150,TCP,60,58132  >  12812 [RST] Seq=1 Win=0 Len=0,yes
4421,48.349289,192.168.159.150,192.168.159.152,TCP,102,"18382  >  43809 [RST, URG, Reserved] Seq=1 Win=4742 Urg=52391 Len=48",yes
4422,48.350668,192.168.159.150,192.168.159.152,TCP,102,"52227  >  39491 [SYN, ACK, Reserved] Seq=0 Ack=1 Win=53083 Len=48",yes
4423,48.350789,192.168.159.152,192.168.159.150,TCP,60,39491  >  52227 [RST] Seq=1 Win=0 Len=0,yes
4424,48.352093,192.168.159.150,192.168.159.152,TCP,102,"53181  >  9899 [PSH, URG, ECE, AE, Reserved] Seq=1 Win=60803 Urg=63426 Len=48",yes
4425,48.352226,192.168.159.152,192.168.159.150,TCP,60,"9899  >  53181 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4426,48.353576,192.168.159.150,192.168.159.152,TCP,102,"29335  >  25087 [FIN, PSH, ACK, URG, AE, Reserved] Seq=1 Ack=1 Win=36075 Urg=34604 Len=48",yes
4427,48.353739,192.168.159.152,192.168.159.150,TCP,60,25087  >  29335 [RST] Seq=1 Win=0 Len=0,yes
4428,48.355005,192.168.159.150,192.168.159.152,TCP,102,"26596  >  56881 [FIN, SYN, RST, URG, AE, Reserved] Seq=0 Win=46725 Urg=46958 Len=48",yes
4429,48.35682,192.168.159.150,192.168.159.152,TCP,102,"45180  >  19657 [RST, PSH, ACK, URG, ECE] Seq=1 Ack=1 Win=2824 Urg=46375 Len=48",yes
4430,48.358446,192.168.159.150,192.168.159.152,TCP,102,"39263  >  7925 [FIN, ACK, URG, Reserved] Seq=1 Ack=1 Win=61286 Urg=22182 Len=48",yes
4431,48.358465,192.168.159.152,192.168.159.150,TCP,60,7925  >  39263 [RST] Seq=1 Win=0 Len=0,yes
4432,48.360237,192.168.159.150,192.168.159.152,TCP,102,"51364  >  52210 [SYN, RST, ECE, CWR, Reserved] Seq=0 Win=35597 Len=48",yes
4433,48.361815,192.168.159.150,192.168.159.152,TCP,102,"3441  >  57083 [FIN, SYN, PSH, ACK, AE, Reserved] Seq=0 Ack=1 Win=31085 Len=48",yes
4434,48.361949,192.168.159.152,192.168.159.150,TCP,60,57083  >  3441 [RST] Seq=1 Win=0 Len=0,yes
4435,48.363134,192.168.159.150,192.168.159.152,TCP,102,"51974  >  3223 [PSH, ACK, URG, AE, Reserved] Seq=1 Ack=1 Win=33538 Urg=17395 Len=48",yes
4436,48.363241,192.168.159.152,192.168.159.150,TCP,60,3223  >  51974 [RST] Seq=1 Win=0 Len=0,yes
4437,48.364589,192.168.159.150,192.168.159.152,TCP,102,"36934  >  47736 [FIN, ACK, ECE, CWR, Reserved] Seq=1 Ack=1 Win=45603 Len=48",yes
4438,48.364672,192.168.159.152,192.168.159.150,TCP,60,47736  >  36934 [RST] Seq=1 Win=0 Len=0,yes
4439,48.365939,192.168.159.150,192.168.159.152,TCP,102,"9990  >  16372 [FIN, PSH, ACK, ECE, CWR, Reserved] Seq=1 Ack=1 Win=41845 Len=48",yes
4440,48.366076,192.168.159.152,192.168.159.150,TCP,60,16372  >  9990 [RST] Seq=1 Win=0 Len=0,yes
4441,48.367173,192.168.159.150,192.168.159.152,TCP,102,"44673  >  51064 [PSH, CWR, Reserved] Seq=1 Win=40295 Len=48",yes
4442,48.367312,192.168.159.152,192.168.159.150,TCP,60,"51064  >  44673 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4443,48.368564,192.168.159.150,192.168.159.152,TCP,102,"45309  >  17565 [SYN, RST, PSH, ACK, URG, Reserved] Seq=0 Ack=1 Win=40183 Urg=49530 Len=48",yes
4444,48.37026,192.168.159.150,192.168.159.152,TCP,102,"1931  >  7825 [FIN, URG, Reserved] Seq=1 Win=54310 Urg=35345 Len=48",yes
4445,48.37042,192.168.159.152,192.168.159.150,TCP,60,"7825  >  1931 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4446,48.371559,192.168.159.150,192.168.159.152,TCP,102,"61946  >  20498 [FIN, RST, PSH, ECE, Reserved] Seq=1 Win=16051 Len=48",yes
4447,48.373865,192.168.159.150,192.168.159.152,TCP,102,"23921  >  61471 [RST, PSH, ECE, Reserved] Seq=1 Win=52412 Len=48",yes
4448,48.375124,192.168.159.150,192.168.159.152,TCP,102,"58678  >  48942 [FIN, SYN, RST, PSH, ACK, CWR, AE, Reserved] Seq=0 Ack=1 Win=38155 Len=48",yes
4449,48.376444,192.168.159.150,192.168.159.152,TCP,102,"17742  >  63262 [RST, PSH, URG, CWR, AE] Seq=1 Win=62039 Urg=1530 Len=48",yes
4450,48.377637,192.168.159.150,192.168.159.152,TCP,102,"42445  >  18093 [FIN, SYN, CWR, AE, Reserved] Seq=0 Win=21832 Len=48",yes
4451,48.377788,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 18093  >  42445 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4452,48.378886,192.168.159.150,192.168.159.152,TCP,102,"59856  >  4584 [RST, URG, CWR, AE] Seq=1 Win=30079 Urg=32909 Len=48",yes
4453,48.380059,192.168.159.150,192.168.159.152,TCP,102,"61722  >  58364 [SYN, RST, ECE, Reserved] Seq=0 Win=35246 Len=48",yes
4454,48.381281,192.168.159.150,192.168.159.152,TCP,102,"27602  >  24903 [FIN, SYN, RST, PSH, ECE, CWR, AE, Reserved] Seq=0 Win=33110 Len=48",yes
4455,48.382476,192.168.159.150,192.168.159.152,TCP,102,"25632  >  18904 [ECE, AE] Seq=1 Win=23647 Len=48",yes
4456,48.382543,192.168.159.152,192.168.159.150,TCP,60,"18904  >  25632 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4457,48.383726,192.168.159.150,192.168.159.152,TCP,102,"22614  >  60313 [PSH, URG, CWR, AE, Reserved] Seq=1 Win=38660 Urg=42379 Len=48",yes
4458,48.383839,192.168.159.152,192.168.159.150,TCP,60,"60313  >  22614 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4459,48.385472,192.168.159.150,192.168.159.152,TCP,102,"37304  >  401 [SYN, RST, PSH, URG, CWR, AE, Reserved] Seq=0 Win=21093 Urg=56152 Len=48",yes
4460,48.38679,192.168.159.150,192.168.159.152,TCP,102,"7094  >  55686 [FIN, RST, ECE] Seq=1 Win=54756 Len=48",yes
4461,48.388404,192.168.159.150,192.168.159.152,TCP,102,"12984  >  3798 [SYN, ACK, URG, AE, Reserved] Seq=0 Ack=1 Win=51545 Urg=7279 Len=48",yes
4462,48.388494,192.168.159.152,192.168.159.150,TCP,60,3798  >  12984 [RST] Seq=1 Win=0 Len=0,yes
4463,48.389891,192.168.159.150,192.168.159.152,TCP,102,"56316  >  61361 [FIN, ACK, URG, ECE, Reserved] Seq=1 Ack=1 Win=62319 Urg=30071 Len=48",yes
4464,48.390034,192.168.159.152,192.168.159.150,TCP,60,61361  >  56316 [RST] Seq=1 Win=0 Len=0,yes
4465,48.391409,192.168.159.150,192.168.159.152,TCP,102,"51919  >  10424 [SYN, RST, URG, ECE, CWR, AE, Reserved] Seq=0 Win=29703 Urg=10505 Len=48",yes
4466,48.392907,192.168.159.150,192.168.159.152,TCP,102,"39879  >  25995 [FIN, RST, ECE, CWR, Reserved] Seq=1 Win=9334 Len=48",yes
4467,48.394294,192.168.159.150,192.168.159.152,TCP,102,"44637  >  11991 [FIN, PSH, URG, CWR, AE] Seq=1 Win=32686 Urg=6179 Len=48",yes
4468,48.394304,192.168.159.152,192.168.159.150,TCP,60,"11991  >  44637 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4469,48.396798,192.168.159.150,192.168.159.152,TCP,102,"8757  >  62081 [SYN, RST, ECE, AE] Seq=0 Win=566 Len=48",yes
4470,48.398599,192.168.159.150,192.168.159.152,TCP,102,"24573  >  1970 [RST, ECE, CWR, AE, Reserved] Seq=1 Win=49105 Len=48",yes
4471,48.400925,192.168.159.150,192.168.159.152,TCP,102,"14264  >  24165 [FIN, SYN, PSH, ACK, CWR, Reserved] Seq=0 Ack=1 Win=30935 Len=48",yes
4472,48.400998,192.168.159.152,192.168.159.150,TCP,60,24165  >  14264 [RST] Seq=1 Win=0 Len=0,yes
4473,48.403317,192.168.159.150,192.168.159.152,TCP,102,"32960  >  26367 [FIN, SYN, RST, ACK, URG, AE, Reserved] Seq=0 Ack=1 Win=41927 Urg=30519 Len=48",yes
4474,48.405799,192.168.159.150,192.168.159.152,TCP,102,"54352  >  6597 [FIN, SYN, CWR, Reserved] Seq=0 Win=48573 Len=48",yes
4475,48.405908,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 6597  >  54352 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4476,48.407646,192.168.159.150,192.168.159.152,TCP,102,"8556  >  21767 [SYN, RST, ECE, Reserved] Seq=0 Win=28649 Len=48",yes
4477,48.409536,192.168.159.150,192.168.159.152,TCP,102,"28094  >  18176 [SYN, PSH, URG, ECE, Reserved] Seq=0 Win=61827 Urg=23740 Len=48",yes
4478,48.409651,192.168.159.152,192.168.159.150,TCP,60,"18176  >  28094 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4479,48.411386,192.168.159.150,192.168.159.152,TCP,102,"47476  >  54746 [PSH, ECE, CWR, Reserved] Seq=1 Win=45902 Len=48",yes
4480,48.41145,192.168.159.152,192.168.159.150,TCP,60,"54746  >  47476 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4481,48.413221,192.168.159.150,192.168.159.152,TCP,102,"5613  >  6296 [RST, PSH, Reserved] Seq=1 Win=40825 Len=48",yes
4482,48.415026,192.168.159.150,192.168.159.152,TCP,102,"58629  >  27726 [SYN, RST, PSH, ACK, URG, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=45851 Urg=25543 Len=48",yes
4483,48.416891,192.168.159.150,192.168.159.152,TCP,102,"9570  >  13737 [RST, PSH, ECE, AE, Reserved] Seq=1 Win=2225 Len=48",yes
4484,48.419104,192.168.159.150,192.168.159.152,TCP,102,"49997  >  18401 [SYN, PSH, ACK, Reserved] Seq=0 Ack=1 Win=2835 Len=48",yes
4485,48.419219,192.168.159.152,192.168.159.150,TCP,60,18401  >  49997 [RST] Seq=1 Win=0 Len=0,yes
4486,48.421307,192.168.159.150,192.168.159.152,TCP,102,"7348  >  54321 [SYN, PSH, ACK, URG, Reserved] Seq=0 Ack=1 Win=26410 Urg=47908 Len=48",yes
4487,48.421325,192.168.159.152,192.168.159.150,TCP,60,54321  >  7348 [RST] Seq=1 Win=0 Len=0,yes
4488,48.423251,192.168.159.150,192.168.159.152,TCP,102,"46111  >  25180 [FIN, ACK, URG, ECE, AE, Reserved] Seq=1 Ack=1 Win=11451 Urg=29200 Len=48",yes
4489,48.423437,192.168.159.152,192.168.159.150,TCP,60,25180  >  46111 [RST] Seq=1 Win=0 Len=0,yes
4490,48.425254,192.168.159.150,192.168.159.152,TCP,102,"53372  >  11312 [FIN, PSH, AE, Reserved] Seq=1 Win=10608 Len=48",yes
4491,48.425341,192.168.159.152,192.168.159.150,TCP,60,"11312  >  53372 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4492,48.427056,192.168.159.150,192.168.159.152,TCP,102,"30331  >  49490 [FIN, SYN, ACK, CWR, Reserved] Seq=0 Ack=1 Win=20231 Len=48",yes
4493,48.427121,192.168.159.152,192.168.159.150,TCP,60,49490  >  30331 [RST] Seq=1 Win=0 Len=0,yes
4494,48.428939,192.168.159.150,192.168.159.152,TCP,102,"48898  >  8653 [RST, PSH, ACK] Seq=1 Ack=1 Win=58754 Len=48",yes
4495,48.43075,192.168.159.150,192.168.159.152,TCP,102,"59898  >  2058 [ACK, URG, ECE, AE] Seq=1 Ack=1 Win=47601 Urg=51123 Len=48",yes
4496,48.430882,192.168.159.152,192.168.159.150,TCP,60,2058  >  59898 [RST] Seq=1 Win=0 Len=0,yes
4497,48.432467,192.168.159.150,192.168.159.152,TCP,102,"7661  >  9204 [PSH, AE, Reserved] Seq=1 Win=28548 Len=48",yes
4498,48.432548,192.168.159.152,192.168.159.150,TCP,60,"9204  >  7661 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4499,48.433936,192.168.159.150,192.168.159.152,TCP,102,"19962  >  8847 [SYN, RST, PSH, ACK, ECE, CWR, Reserved] Seq=0 Ack=1 Win=2418 Len=48",yes
4500,48.435753,192.168.159.150,192.168.159.152,TCP,102,"65062  >  47630 [FIN, RST, URG, ECE, AE, Reserved] Seq=1 Win=55942 Urg=47248 Len=48",yes
4501,48.437333,192.168.159.150,192.168.159.152,TCP,102,"25346  >  28598 [FIN, PSH, ECE, Reserved] Seq=1 Win=61307 Len=48",yes
4502,48.437425,192.168.159.152,192.168.159.150,TCP,60,"28598  >  25346 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4503,48.438759,192.168.159.150,192.168.159.152,TCP,102,"42118  >  25864 [SYN, RST, URG, Reserved] Seq=0 Win=452 Urg=18840 Len=48",yes
4504,48.440172,192.168.159.150,192.168.159.152,TCP,102,"15260  >  7431 [RST, PSH, ACK, ECE] Seq=1 Ack=1 Win=12230 Len=48",yes
4505,48.441597,192.168.159.150,192.168.159.152,TCP,102,"15424  >  43189 [FIN, RST, PSH, ACK, CWR, AE, Reserved] Seq=1 Ack=1 Win=22636 Len=48",yes
4506,48.442972,192.168.159.150,192.168.159.152,TCP,102,"23  >  45336 [FIN, SYN, RST, PSH, ACK, CWR, Reserved] Seq=0 Ack=1 Win=23228 Len=48",yes
4507,48.446613,192.168.159.150,192.168.159.152,TCP,102,"47344  >  27873 [FIN, SYN, ECE, Reserved] Seq=0 Win=58640 Len=48",yes
4508,48.446776,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 27873  >  47344 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4509,48.448314,192.168.159.150,192.168.159.152,TCP,102,"1687  >  8841 [SYN, RST, PSH, ACK, ECE, Reserved] Seq=0 Ack=1 Win=22163 Len=48",yes
4510,48.450345,192.168.159.150,192.168.159.152,TCP,102,"55457  >  3063 [FIN, SYN, RST, PSH, URG, CWR, Reserved] Seq=0 Win=25287 Urg=11961 Len=48",yes
4511,48.452826,192.168.159.150,192.168.159.152,TCP,102,"17575  >  23480 [FIN, SYN, RST, PSH, URG, ECE, CWR, AE] Seq=0 Win=7508 Urg=37560 Len=48",yes
4512,48.45426,192.168.159.150,192.168.159.152,TCP,102,"29031  >  34238 [FIN, SYN, PSH, ACK, URG, Reserved] Seq=0 Ack=1 Win=39153 Urg=26280 Len=48",yes
4513,48.454421,192.168.159.152,192.168.159.150,TCP,60,34238  >  29031 [RST] Seq=1 Win=0 Len=0,yes
4514,48.455722,192.168.159.150,192.168.159.152,TCP,102,"19491  >  24683 [FIN, ACK, AE, Reserved] Seq=1 Ack=1 Win=48969 Len=48",yes
4515,48.455802,192.168.159.152,192.168.159.150,TCP,60,24683  >  19491 [RST] Seq=1 Win=0 Len=0,yes
4516,48.457133,192.168.159.150,192.168.159.152,TCP,102,"58897  >  14913 [FIN, SYN, AE, Reserved] Seq=0 Win=53309 Len=48",yes
4517,48.457204,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 14913  >  58897 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4518,48.458496,192.168.159.150,192.168.159.152,TCP,102,"61563  >  20745 [FIN, SYN, RST, ACK, ECE, CWR, Reserved] Seq=0 Ack=1 Win=34405 Len=48",yes
4519,48.459913,192.168.159.150,192.168.159.152,TCP,102,"44569  >  51468 [SYN, PSH, ACK, URG, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=16005 Urg=28984 Len=48",yes
4520,48.460062,192.168.159.152,192.168.159.150,TCP,60,51468  >  44569 [RST] Seq=1 Win=0 Len=0,yes
4521,48.461318,192.168.159.150,192.168.159.152,TCP,102,"28268  >  8287 [PSH, URG, ECE, AE, Reserved] Seq=1 Win=36066 Urg=47303 Len=48",yes
4522,48.461395,192.168.159.152,192.168.159.150,TCP,60,"8287  >  28268 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4523,48.462773,192.168.159.150,192.168.159.152,TCP,102,"12866  >  51396 [FIN, PSH, ACK, URG, ECE, CWR, AE, Reserved] Seq=1 Ack=1 Win=52819 Urg=18578 Len=48",yes
4524,48.462921,192.168.159.152,192.168.159.150,TCP,60,51396  >  12866 [RST] Seq=1 Win=0 Len=0,yes
4525,48.464197,192.168.159.150,192.168.159.152,TCP,102,"1114  >  7688 [SYN, CWR, AE, Reserved] Seq=0 Win=25369 Len=48",yes
4526,48.464268,192.168.159.152,192.168.159.150,TCP,60,"7688  >  1114 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4527,48.466089,192.168.159.150,192.168.159.152,TCP,102,"49589  >  55657 [FIN, RST, PSH, ECE, CWR, Reserved] Seq=1 Win=39091 Len=48",yes
4528,48.467415,192.168.159.150,192.168.159.152,TCP,102,"10684  >  1343 [RST, ACK, URG, ECE, AE, Reserved] Seq=1 Ack=1 Win=20523 Urg=59293 Len=48",yes
4529,48.468812,192.168.159.150,192.168.159.152,TCP,102,"55130  >  14274 [FIN, SYN, AE, Reserved] Seq=0 Win=10993 Len=48",yes
4530,48.468883,192.168.159.152,192.168.159.150,TCP,60,"[TCP ACKed unseen segment] 14274  >  55130 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4531,48.470701,192.168.159.150,192.168.159.152,TCP,102,"32458  >  52088 [FIN, SYN, RST, ECE, CWR, Reserved] Seq=0 Win=60823 Len=48",yes
4532,48.472622,192.168.159.150,192.168.159.152,TCP,102,"38442  >  20847 [SYN, RST] Seq=0 Win=18762 Len=48",yes
4533,48.474409,192.168.159.150,192.168.159.152,TCP,102,"21981  >  62512 [SYN, PSH, URG, ECE, Reserved] Seq=0 Win=41253 Urg=48336 Len=48",yes
4534,48.474562,192.168.159.152,192.168.159.150,TCP,60,"62512  >  21981 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4535,48.476307,192.168.159.150,192.168.159.152,TCP,102,"46249  >  64268 [SYN, ECE, CWR, AE, Reserved] Seq=0 Win=45969 Len=48",yes
4536,48.476401,192.168.159.152,192.168.159.150,TCP,60,"64268  >  46249 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4537,48.478059,192.168.159.150,192.168.159.152,TCP,102,"36037  >  58148 [PSH, URG, ECE, CWR, AE, Reserved] Seq=1 Win=31671 Urg=56763 Len=48",yes
4538,48.478065,192.168.159.152,192.168.159.150,TCP,60,"58148  >  36037 [RST, ACK] Seq=1 Ack=49 Win=0 Len=0",yes
4539,48.479986,192.168.159.150,192.168.159.152,TCP,102,"23164  >  54649 [FIN, SYN, RST, PSH, URG, Reserved] Seq=0 Win=60105 Urg=61200 Len=48",yes
4540,48.4825,192.168.159.150,192.168.159.152,TCP,102,"55757  >  49432 [FIN, SYN, RST, PSH, URG, CWR, AE, Reserved] Seq=0 Win=52462 Urg=18272 Len=48",yes
4541,48.48407,192.168.159.150,192.168.159.152,TCP,102,"21927  >  970 [FIN, RST, PSH, ECE, AE, Reserved] Seq=1 Win=47448 Len=48",yes
4542,48.485287,192.168.159.150,192.168.159.152,TCP,102,"4288  >  10279 [RST, PSH, ACK, ECE, CWR, AE, Reserved] Seq=1 Ack=1 Win=54332 Len=48",yes
4543,48.486548,192.168.159.150,192.168.159.152,TCP,102,"22591  >  2100 [FIN, SYN, RST, ACK, URG, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=24459 Urg=12508 Len=48",yes
4544,48.487763,192.168.159.150,192.168.159.152,TCP,102,48484  >  38829 [FIN] Seq=1 Win=37642 Len=48,yes
4545,48.487845,192.168.159.152,192.168.159.150,TCP,60,"38829  >  48484 [RST, ACK] Seq=1 Ack=50 Win=0 Len=0",yes
4546,48.489026,192.168.159.150,192.168.159.152,TCP,102,"46258  >  22380 [FIN, ACK, CWR, AE, Reserved] Seq=1 Ack=1 Win=26767 Len=48",yes
4547,48.489032,192.168.159.152,192.168.159.150,TCP,60,22380  >  46258 [RST] Seq=1 Win=0 Len=0,yes
4548,48.490261,192.168.159.150,192.168.159.152,TCP,102,"2196  >  57248 [SYN, PSH, ACK, URG, CWR, AE, Reserved] Seq=0 Ack=1 Win=35100 Urg=2676 Len=48",yes
4549,48.490265,192.168.159.152,192.168.159.150,TCP,60,57248  >  2196 [RST] Seq=1 Win=0 Len=0,yes
4550,48.491518,192.168.159.150,192.168.159.152,TCP,102,"31687  >  64247 [FIN, RST, ACK, ECE, AE, Reserved] Seq=1 Ack=1 Win=18241 Len=48",yes
4551,48.492769,192.168.159.150,192.168.159.152,TCP,102,"46827  >  22831 [FIN, SYN, RST, ACK, URG, ECE, CWR, AE, Reserved] Seq=0 Ack=1 Win=47762 Urg=2189 Len=48",yes
4552,48.494404,192.168.159.150,192.168.159.152,TCP,102,"56610  >  48835 [RST, ACK, CWR, AE] Seq=1 Ack=1 Win=61240 Len=48",yes
4553,48.495925,192.168.159.150,192.168.159.152,TCP,102,"25940  >  8937 [SYN, PSH, URG, AE, Reserved] Seq=0 Win=23308 Urg=27864 Len=48",yes
